OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
4,DAMAGE_CHANGE,ExtData[0].Val7,359,33,"1, 10, 100, 1080, 13, 14741, 1800, 19344, 19985, 2, 20, 24",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,105,541 referencing abilities; 359 non-zero rows; 33 distinct values; ext-data slot.,"Damage, Heal","359 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107, 11160. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val8,17,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,50,541 referencing abilities; ext-data slot.,"Damage, Heal","17 non-zero observation(s) across 697 component row(s); example component ids: 1034, 1074, 11519, 11535, 1655, 1668, 1669, 1686, 17951, 17952, 19217, 27626. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val9,173,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,58,541 referencing abilities; 173 non-zero rows; ext-data slot.,"Damage, Heal","173 non-zero observation(s) across 697 component row(s); example component ids: 10138, 10139, 10664, 1124, 11486, 11487, 12292, 12298, 13032, 13172, 13173, 13174. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val1,314,4,"1, 2, 3, 4",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,71,541 referencing abilities; 314 non-zero rows; ext-data slot.,"Damage, Heal","314 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val2,313,22,"10, 11, 12, 13, 14, 15, 16, 18, 19, 2, 20, 21",(none),ExtData slot 1 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","313 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 282 of 313 observed values (90%) resolve to a named ComponentOperation. Dominant observed values: 15=EFFECT_BUFF x65, 11=DISPEL_BUFF x53, 3=HEAL x40, 2=STAT_CHANGE x34, 10=RESSURRECT x21, 14 x20, 6=AP_CHANGE x20, 4=DAMAGE_CHANGE x14. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
4,DAMAGE_CHANGE,ExtData[1].Val3,314,6,"1, 3, 4, 5, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,75,541 referencing abilities; 314 non-zero rows; ext-data slot.,"Damage, Heal","314 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val4,314,2,"8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,67,541 referencing abilities; 314 non-zero rows; ext-data slot.,"Damage, Heal","314 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val5,71,4,"1, 10, 3, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,59,541 referencing abilities; ext-data slot.,"Damage, Heal","71 non-zero observation(s) across 697 component row(s); example component ids: 10176, 1034, 11009, 11010, 11052, 11107, 11310, 11349, 11385, 11475, 11519, 11590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val6,98,47,"100, 1125, 1151, 1206, 1261, 15801, 15802, 15803, 15804, 15805, 15806, 15807",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","98 non-zero observation(s) across 697 component row(s); example component ids: 10138, 10139, 1074, 11093, 11160, 11450, 11451, 11452, 11453, 11454, 11455, 11456. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9160."
4,DAMAGE_CHANGE,ExtData[1].Val7,266,36,"1, 100, 11, 1105, 12145, 12146, 160, 17614, 1800, 19, 2, 20",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,101,541 referencing abilities; 266 non-zero rows; 36 distinct values; ext-data slot.,"Damage, Heal","266 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 10664, 1074, 11009, 11010, 11052, 11107, 11160, 11310. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val8,11,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,50,541 referencing abilities; ext-data slot.,"Damage, Heal","11 non-zero observation(s) across 697 component row(s); example component ids: 1000, 13422, 15148, 23714, 23718, 23772, 23773, 23909, 3449, 5179, 999. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[1].Val9,96,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,54,541 referencing abilities; ext-data slot.,"Damage, Heal","96 non-zero observation(s) across 697 component row(s); example component ids: 10664, 11093, 12263, 13650, 13670, 14068, 14191, 14436, 15114, 15115, 15123, 15124. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val1,95,3,"1, 2, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,58,541 referencing abilities; ext-data slot.,"Damage, Heal","95 non-zero observation(s) across 697 component row(s); example component ids: 10176, 10664, 1074, 11009, 11010, 11107, 11160, 11349, 11475, 11590, 11818, 11965. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val2,95,15,"10, 11, 12, 15, 16, 2, 21, 3, 4, 55, 6, 64",(none),ExtData slot 2 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","95 non-zero observation(s) across 697 component row(s); example component ids: 10176, 10664, 1074, 11009, 11010, 11107, 11160, 11349, 11475, 11590, 11818, 11965. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 89 of 95 observed values (93%) resolve to a named ComponentOperation. Dominant observed values: 6=AP_CHANGE x21, 15=EFFECT_BUFF x18, 9=INTERRUPT x10, 4=DAMAGE_CHANGE x9, 2=STAT_CHANGE x7, 3=HEAL x6, 8=VELOCITY x6, 10=RESSURRECT x4. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
4,DAMAGE_CHANGE,ExtData[2].Val3,95,5,"1, 3, 4, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,62,541 referencing abilities; ext-data slot.,"Damage, Heal","95 non-zero observation(s) across 697 component row(s); example component ids: 10176, 10664, 1074, 11009, 11010, 11107, 11160, 11349, 11475, 11590, 11818, 11965. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val4,95,2,"8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,56,541 referencing abilities; ext-data slot.,"Damage, Heal","95 non-zero observation(s) across 697 component row(s); example component ids: 10176, 10664, 1074, 11009, 11010, 11107, 11160, 11349, 11475, 11590, 11818, 11965. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val5,14,2,"10, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,52,541 referencing abilities; ext-data slot.,"Damage, Heal","14 non-zero observation(s) across 697 component row(s); example component ids: 10664, 11818, 18578, 2030, 3490, 3491, 3494, 3720, 3721, 3724, 408, 856. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val6,49,18,"100, 1131, 1150, 1206, 17519, 24878, 309, 340, 356, 4037, 480, 56",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","49 non-zero observation(s) across 697 component row(s); example component ids: 10176, 11009, 11010, 11107, 11160, 11349, 11475, 11590, 11818, 11965, 12181, 15115. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 4 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9118, 9418, 9421, 24878."
4,DAMAGE_CHANGE,ExtData[2].Val7,67,19,"1, 12, 12145, 12146, 17619, 2, 20, 200, 2000, 20163, 240, 25",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,89,541 referencing abilities; 19 distinct values; ext-data slot.,"Damage, Heal","67 non-zero observation(s) across 697 component row(s); example component ids: 1074, 11010, 11107, 11160, 11818, 13341, 13342, 15115, 15147, 16670, 16804, 16805. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val8,9,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,50,541 referencing abilities; ext-data slot.,"Damage, Heal","9 non-zero observation(s) across 697 component row(s); example component ids: 16804, 16805, 18578, 2030, 23718, 23775, 23784, 23785, 23808. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[2].Val9,36,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,51,541 referencing abilities; ext-data slot.,"Damage, Heal","36 non-zero observation(s) across 697 component row(s); example component ids: 10176, 1074, 11009, 11107, 11349, 11475, 11590, 11965, 12181, 15115, 15147, 1529. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[3].Val1,21,3,"1, 2, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,55,541 referencing abilities; ext-data slot.,"Damage, Heal","21 non-zero observation(s) across 697 component row(s); example component ids: 11009, 11818, 15147, 16670, 2030, 22930, 3494, 3724, 4116, 4117, 4118, 4119. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[3].Val2,21,9,"10, 11, 12, 13, 20, 3, 6, 64, 9",(none),ExtData slot 3 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","21 non-zero observation(s) across 697 component row(s); example component ids: 11009, 11818, 15147, 16670, 2030, 22930, 3494, 3724, 4116, 4117, 4118, 4119. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 20 of 21 observed values (95%) resolve to a named ComponentOperation. Dominant observed values: 6=AP_CHANGE x7, 12=CC x6, 10=RESSURRECT x2, 11=DISPEL_BUFF x1, 13=EVENT_LISTENER x1, 20=COOLDOWN_CHANGE x1, 3=HEAL x1, 64 x1. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
